SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
132,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,08-10-2019 12:30,116.346
133,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,08-10-2019 13:30,116.348
134,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,08-10-2019 14:30,116.351
135,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,08-10-2019 15:30,116.343
136,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,09-10-2019 08:30,116.314
137,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,09-10-2019 09:30,116.309
138,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,09-10-2019 10:30,116.303
139,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,09-10-2019 11:30,116.304
140,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,09-10-2019 12:30,116.305
141,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,09-10-2019 13:30,116.306
142,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 08:30,116.34
143,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 09:30,116.352
144,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 10:30,116.357
145,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 11:30,116.349
146,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 12:30,116.351
147,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 13:30,116.351
148,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 15:30,116.35
149,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,10-10-2019 16:30,116.346
150,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,11-10-2019 09:30,116.298
151,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,11-10-2019 10:30,116.292
152,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,11-10-2019 11:30,116.287
153,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,11-10-2019 12:30,116.287
154,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,11-10-2019 13:30,116.29
155,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,11-10-2019 15:30,116.291
156,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,12-10-2019 08:30,116.327
157,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,12-10-2019 09:30,116.331
158,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,12-10-2019 10:30,116.323
159,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,12-10-2019 11:30,116.318
160,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,12-10-2019 12:30,116.32
161,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,12-10-2019 13:30,116.322
162,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,12-10-2019 15:30,116.319
163,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,13-10-2019 08:30,116.318
164,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,13-10-2019 09:30,116.313
165,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,13-10-2019 10:30,116.306
166,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,13-10-2019 11:30,116.308
167,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,13-10-2019 12:30,116.312
168,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,13-10-2019 13:30,116.313
169,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,13-10-2019 16:30,116.308
170,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,14-10-2019 08:30,116.309
171,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,14-10-2019 09:30,116.303
172,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,14-10-2019 10:30,116.297
173,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,14-10-2019 11:30,116.299
174,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,14-10-2019 12:30,116.301
175,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,14-10-2019 13:30,116.303
176,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,14-10-2019 15:30,116.302
177,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,15-10-2019 09:30,116.288
178,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,15-10-2019 10:30,116.286
179,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,15-10-2019 11:30,116.279
180,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,15-10-2019 12:30,116.276
181,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,15-10-2019 13:30,116.278
182,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,16-10-2019 12:30,116.294
183,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,16-10-2019 13:30,116.293
184,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,16-10-2019 14:30,116.294
185,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,16-10-2019 15:30,116.294
186,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,17-10-2019 09:30,116.285
187,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,17-10-2019 10:30,116.288
188,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,17-10-2019 12:30,116.291
189,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,17-10-2019 13:30,116.293
190,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,17-10-2019 14:30,116.296
191,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,18-10-2019 09:30,116.294
192,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,18-10-2019 10:30,116.293
193,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,18-10-2019 11:30,116.289
194,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,18-10-2019 12:30,116.286
195,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,18-10-2019 13:30,116.287
196,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,18-10-2019 16:30,116.283
197,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 08:30,116.298
198,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 09:30,116.303
199,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 10:30,116.315
200,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 11:30,116.312
201,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 12:30,116.301
202,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 13:30,116.298
203,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 14:30,116.297
204,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-10-2019 15:30,116.294
205,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-10-2019 10:30,116.277
206,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-10-2019 11:30,116.286
207,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-10-2019 12:30,116.291
208,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-10-2019 13:30,116.289
209,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-10-2019 14:30,116.281
210,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-10-2019 15:30,116.281
211,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-10-2019 16:30,116.281
212,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-10-2019 09:30,116.272
213,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-10-2019 10:30,116.273
214,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-10-2019 11:30,116.274
215,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-10-2019 12:30,116.278
216,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-10-2019 13:30,116.277
217,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-10-2019 14:30,116.281
218,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-10-2019 13:30,116.264
219,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-10-2019 14:30,116.266
220,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-10-2019 16:30,116.267
221,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 08:30,116.275
222,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 09:30,116.278
223,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 10:30,116.283
224,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 11:30,116.292
225,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 12:30,116.282
226,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 13:30,116.275
227,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 14:30,116.274
228,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-10-2019 16:30,116.27
229,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-10-2019 09:30,116.295
230,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-10-2019 10:30,116.302
231,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-10-2019 11:30,116.311
232,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-10-2019 12:30,116.32
233,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-10-2019 13:30,116.312
234,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-10-2019 15:30,116.299
235,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-10-2019 08:30,116.319
236,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-10-2019 09:30,116.324
237,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-10-2019 10:30,116.331
238,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-10-2019 11:30,116.34
239,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-10-2019 12:30,116.329
240,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,26-10-2019 10:30,116.295
241,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,26-10-2019 11:30,116.295
242,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,26-10-2019 12:30,116.284
243,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,26-10-2019 13:30,116.284
244,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,26-10-2019 14:30,116.285
245,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,26-10-2019 15:30,116.283
246,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,27-10-2019 11:30,116.288
247,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,27-10-2019 12:30,116.297
248,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,27-10-2019 13:30,116.305
249,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,27-10-2019 16:30,116.287
250,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,28-10-2019 08:30,116.29
251,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,28-10-2019 10:30,116.294
252,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,28-10-2019 11:30,116.285
253,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,28-10-2019 12:30,116.287
254,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,28-10-2019 13:30,116.286
255,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,28-10-2019 15:30,116.281
256,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,29-10-2019 09:30,116.322
257,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,29-10-2019 10:30,116.321
258,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,29-10-2019 11:30,116.312
259,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,29-10-2019 13:30,116.315
260,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,30-10-2019 14:30,116.303
261,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,30-10-2019 15:30,116.304
262,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,30-10-2019 16:30,116.304
263,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,31-10-2019 09:30,116.285
264,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,31-10-2019 10:30,116.289
