incident_id,timestamp,state,district,zone,call_type,text,severity,hazard_type
ERSS-000114,2025-06-28 08:05:00,Bihar,Gaya,ZONE-2,Rescue,"Rescue operation required in the old town area in Gaya, Bihar. 18 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue rope and ladder.",CRITICAL,FLOOD
ERSS-000115,2025-08-22 17:42:00,Tamil Nadu,Chennai,ZONE-2,Flooding,"Flooding reported near the industrial area in Chennai, Tamil Nadu. 13 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-000116,2025-02-11 10:15:00,Odisha,Bhubaneswar,ZONE-4,Flooding,"Flooding reported near the bus stand in Bhubaneswar, Odisha. 13 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-000117,2025-05-02 11:00:00,Assam,Guwahati,ZONE-5,Rescue,"Rescue operation required near the industrial area in Guwahati, Assam. 57 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for fire and rescue unit and ambulance.",CRITICAL,FLOOD
ERSS-000118,2025-04-25 19:16:00,Maharashtra,Mumbai,ZONE-5,Flooding,"Flooding reported near the local market in Mumbai, Maharashtra. 10 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-000119,2025-09-13 23:44:00,Kerala,Thrissur,ZONE-3,Flooding,"Flooding reported in the riverside settlement in Thrissur, Kerala. 3 people affected, minor injuries reported. Dispatch requested for rescue boat.",MEDIUM,FLOOD
ERSS-000120,2025-07-06 23:29:00,Gujarat,Bharuch,ZONE-3,Flooding,"Flooding reported in the riverside settlement in Bharuch, Gujarat. 19 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-000121,2025-04-15 02:44:00,Karnataka,Kodagu,ZONE-1,Road Blockage,"Road blockage reported near the main bridge in Kodagu, Karnataka. 7 people affected, minor injuries reported. Dispatch requested for road clearance crew.",MEDIUM,FLOOD
ERSS-000122,2025-07-11 23:26:00,Bihar,Patna,ZONE-5,Waterlogging,"Waterlogging reported at the highway junction in Patna, Bihar. 7 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-000123,2025-09-08 10:55:00,Tamil Nadu,Madurai,ZONE-3,Medical Emergency,"Medical emergency reported in a residential colony in Madurai, Tamil Nadu. 70 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for ambulance.",CRITICAL,FLOOD
ERSS-000124,2026-02-11 17:23:00,Assam,Barpeta,ZONE-3,Flooding,"Flooding reported near the local market in Barpeta, Assam. 13 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets and NDRF flood rescue team.",HIGH,FLOOD
ERSS-000125,2025-03-18 13:47:00,Assam,Barpeta,ZONE-4,Medical Emergency,"Medical emergency reported in the low-lying area in Barpeta, Assam. 7 people affected, minor injuries reported. Dispatch requested for medical first-aid kit.",MEDIUM,FLOOD
ERSS-000126,2025-02-15 12:04:00,Tamil Nadu,Coimbatore,ZONE-1,Waterlogging,"Waterlogging reported at the railway crossing in Coimbatore, Tamil Nadu. 5 people affected, minor injuries reported. Dispatch requested for water pump and road clearance team.",MEDIUM,FLOOD
ERSS-000127,2025-10-26 10:33:00,Tamil Nadu,Tiruppur,ZONE-2,Flooding,"Flooding reported at the highway junction in Tiruppur, Tamil Nadu. 5 people affected, minor injuries reported. Dispatch requested for relief supplies.",MEDIUM,FLOOD
ERSS-000128,2025-02-27 04:38:00,Uttar Pradesh,Prayagraj,ZONE-4,Flooding,"Flooding reported in the low-lying area in Prayagraj, Uttar Pradesh. 4 people affected, minor injuries reported. Dispatch requested for water pump and NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-000129,2026-02-09 03:00:00,Kerala,Thrissur,ZONE-2,Flooding,"Flooding reported in the low-lying area in Thrissur, Kerala. 3 person(s) affected, no major injuries reported. Dispatch requested for relief supplies and NDRF flood rescue team.",LOW,FLOOD
ERSS-000130,2025-09-21 10:33:00,Maharashtra,Kolhapur,ZONE-2,Flooding,"Flooding reported in the riverside settlement in Kolhapur, Maharashtra. 7 people affected, minor injuries reported. Dispatch requested for relief supplies.",MEDIUM,FLOOD
ERSS-000131,2025-04-19 08:28:00,West Bengal,Darjeeling,ZONE-2,Road Blockage,"Road blockage reported in the old town area in Darjeeling, West Bengal. 2 person(s) affected, no major injuries reported. Dispatch requested for earthmover (JCB).",LOW,FLOOD
ERSS-000132,2025-03-14 04:37:00,Uttar Pradesh,Kanpur,ZONE-3,Road Blockage,"Road blockage reported in a residential colony in Kanpur, Uttar Pradesh. 2 person(s) affected, no major injuries reported. Dispatch requested for earthmover (JCB).",LOW,FLOOD
ERSS-000133,2025-06-11 16:19:00,Uttar Pradesh,Lucknow,ZONE-5,Waterlogging,"Waterlogging reported near the village school in Lucknow, Uttar Pradesh. 16 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-000134,2025-12-19 14:42:00,Karnataka,Mysuru,ZONE-4,Rescue,"Rescue operation required near the village school in Mysuru, Karnataka. 3 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder and ambulance.",MEDIUM,FLOOD
ERSS-000135,2025-03-19 21:20:00,Tamil Nadu,Tiruppur,ZONE-3,Flooding,"Flooding reported near the bus stand in Tiruppur, Tamil Nadu. 3 people affected, minor injuries reported. Dispatch requested for life jackets and water pump.",MEDIUM,FLOOD
ERSS-000136,2025-08-20 17:06:00,West Bengal,Darjeeling,ZONE-3,Rescue,"Rescue operation required in the old town area in Darjeeling, West Bengal. 1 person(s) affected, no major injuries reported. Dispatch requested for ambulance.",LOW,FLOOD
ERSS-000137,2025-09-10 05:17:00,Gujarat,Ahmedabad,ZONE-1,Flooding,"Flooding reported near the main bridge in Ahmedabad, Gujarat. 8 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team.",HIGH,FLOOD
ERSS-000138,2025-09-02 09:25:00,Assam,Jorhat,ZONE-4,Flooding,"Flooding reported near the local market in Jorhat, Assam. 17 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-000139,2025-10-30 14:07:00,Karnataka,Kodagu,ZONE-2,Medical Emergency,"Medical emergency reported in the old town area in Kodagu, Karnataka. 68 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for emergency medical team.",CRITICAL,FLOOD
ERSS-000140,2025-07-23 18:48:00,Gujarat,Bharuch,ZONE-5,Rescue,"Rescue operation required near the government hospital in Bharuch, Gujarat. 19 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder and ambulance.",HIGH,FLOOD
ERSS-000141,2025-06-19 08:05:00,Uttar Pradesh,Gorakhpur,ZONE-5,Waterlogging,"Waterlogging reported in the low-lying area in Gorakhpur, Uttar Pradesh. 11 people affected including elderly and children, some injuries reported. Dispatch requested for drainage team.",HIGH,FLOOD
ERSS-000142,2025-09-11 13:10:00,Gujarat,Rajkot,ZONE-4,Road Blockage,"Road blockage reported on the national highway in Rajkot, Gujarat. 69 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for tow truck and road clearance crew.",CRITICAL,FLOOD
ERSS-000143,2025-08-20 22:21:00,Odisha,Kendrapara,ZONE-5,Flooding,"Flooding reported in a residential colony in Kendrapara, Odisha. 2 person(s) affected, no major injuries reported. Dispatch requested for life jackets.",LOW,FLOOD
ERSS-000144,2025-07-16 08:29:00,Odisha,Puri,ZONE-1,Waterlogging,"Waterlogging reported near the local market in Puri, Odisha. 6 people affected, minor injuries reported. Dispatch requested for sandbags and water pump.",MEDIUM,FLOOD
ERSS-000145,2025-04-04 05:06:00,West Bengal,Kolkata,ZONE-1,Rescue,"Rescue operation required on the national highway in Kolkata, West Bengal. 6 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-000146,2025-08-08 23:41:00,Uttar Pradesh,Varanasi,ZONE-1,Rescue,"Rescue operation required in the riverside settlement in Varanasi, Uttar Pradesh. 15 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit and ambulance.",HIGH,FLOOD
ERSS-000147,2026-02-14 13:13:00,Maharashtra,Nagpur,ZONE-4,Rescue,"Rescue operation required near the government hospital in Nagpur, Maharashtra. 6 people affected, minor injuries reported. Dispatch requested for fire and rescue unit.",MEDIUM,FLOOD
ERSS-000148,2025-05-19 14:52:00,Odisha,Puri,ZONE-5,Waterlogging,"Waterlogging reported near the bus stand in Puri, Odisha. 20 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team.",HIGH,FLOOD
ERSS-000149,2025-07-24 18:07:00,Bihar,Bhagalpur,ZONE-2,Flooding,"Flooding reported near the main bridge in Bhagalpur, Bihar. 2 person(s) affected, no major injuries reported. Dispatch requested for relief supplies and NDRF flood rescue team.",LOW,FLOOD
ERSS-000150,2025-01-05 10:46:00,Karnataka,Kodagu,ZONE-4,Waterlogging,"Waterlogging reported near the village school in Kodagu, Karnataka. 11 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team.",HIGH,FLOOD
ERSS-000151,2025-01-12 11:33:00,Tamil Nadu,Chennai,ZONE-5,Waterlogging,"Waterlogging reported near the bus stand in Chennai, Tamil Nadu. 3 person(s) affected, no major injuries reported. Dispatch requested for road clearance team.",LOW,FLOOD
ERSS-000152,2025-03-02 03:04:00,Assam,Dhemaji,ZONE-1,Flooding,"Flooding reported close to the river bank in Dhemaji, Assam. 44 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF flood rescue team.",CRITICAL,FLOOD
ERSS-000153,2025-07-25 02:47:00,Gujarat,Rajkot,ZONE-1,Flooding,"Flooding reported in the low-lying area in Rajkot, Gujarat. 9 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team and life jackets.",HIGH,FLOOD
ERSS-000154,2025-07-09 10:43:00,Maharashtra,Pune,ZONE-4,Waterlogging,"Waterlogging reported in the low-lying area in Pune, Maharashtra. 7 people affected, minor injuries reported. Dispatch requested for road clearance team.",MEDIUM,FLOOD
ERSS-000155,2025-01-19 01:07:00,Karnataka,Mangaluru,ZONE-1,Flooding,"Flooding reported near the village school in Mangaluru, Karnataka. 4 people affected, minor injuries reported. Dispatch requested for rescue boat.",MEDIUM,FLOOD
ERSS-000156,2025-05-08 22:10:00,Assam,Jorhat,ZONE-1,Flooding,"Flooding reported in the old town area in Jorhat, Assam. 7 people affected, minor injuries reported. Dispatch requested for relief supplies.",MEDIUM,FLOOD
ERSS-000157,2025-09-14 17:44:00,Maharashtra,Nagpur,ZONE-2,Flooding,"Flooding reported in the hilly terrain in Nagpur, Maharashtra. 6 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-000158,2025-11-04 04:49:00,Odisha,Bhubaneswar,ZONE-3,Road Blockage,"Road blockage reported near the village school in Bhubaneswar, Odisha. 12 people affected including elderly and children, some injuries reported. Dispatch requested for earthmover (JCB).",HIGH,FLOOD
ERSS-000159,2025-03-12 10:37:00,Maharashtra,Nashik,ZONE-5,Rescue,"Rescue operation required near the main bridge in Nashik, Maharashtra. 16 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-000160,2026-01-12 00:34:00,Karnataka,Udupi,ZONE-5,Road Blockage,"Road blockage reported in the hilly terrain in Udupi, Karnataka. 4 people affected, minor injuries reported. Dispatch requested for traffic police team and road clearance crew.",MEDIUM,FLOOD
ERSS-000161,2026-01-26 08:34:00,Odisha,Kendrapara,ZONE-2,Rescue,"Rescue operation required near the bus stand in Kendrapara, Odisha. 3 people affected, minor injuries reported. Dispatch requested for fire and rescue unit.",MEDIUM,FLOOD
ERSS-000162,2025-05-22 22:50:00,West Bengal,Howrah,ZONE-5,Flooding,"Flooding reported in the low-lying area in Howrah, West Bengal. 36 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for relief supplies.",CRITICAL,FLOOD
ERSS-000163,2025-11-29 08:47:00,Maharashtra,Nashik,ZONE-5,Flooding,"Flooding reported in the old town area in Nashik, Maharashtra. 3 person(s) affected, no major injuries reported. Dispatch requested for NDRF flood rescue team.",LOW,FLOOD
ERSS-000164,2025-07-18 01:11:00,Uttar Pradesh,Prayagraj,ZONE-5,Medical Emergency,"Medical emergency reported at the highway junction in Prayagraj, Uttar Pradesh. 7 people affected, minor injuries reported. Dispatch requested for emergency medical team.",MEDIUM,FLOOD
ERSS-000165,2025-05-11 13:23:00,Odisha,Cuttack,ZONE-1,Waterlogging,"Waterlogging reported in the riverside settlement in Cuttack, Odisha. 18 people affected including elderly and children, some injuries reported. Dispatch requested for water pump and drainage team.",HIGH,FLOOD
ERSS-000166,2025-12-25 13:44:00,Assam,Jorhat,ZONE-4,Flooding,"Flooding reported in the low-lying area in Jorhat, Assam. 10 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-000167,2025-06-30 21:21:00,Uttar Pradesh,Varanasi,ZONE-2,Rescue,"Rescue operation required near the local market in Varanasi, Uttar Pradesh. 13 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-000168,2025-01-27 12:40:00,Kerala,Kochi,ZONE-2,Flooding,"Flooding reported in a residential colony in Kochi, Kerala. 13 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-000169,2026-01-04 15:48:00,Uttar Pradesh,Gorakhpur,ZONE-5,Rescue,"Rescue operation required near the main bridge in Gorakhpur, Uttar Pradesh. 6 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-000170,2025-04-08 05:09:00,West Bengal,Howrah,ZONE-4,Waterlogging,"Waterlogging reported near the bus stand in Howrah, West Bengal. 8 people affected including elderly and children, some injuries reported. Dispatch requested for drainage team.",HIGH,FLOOD
ERSS-000171,2025-12-05 04:11:00,West Bengal,Murshidabad,ZONE-1,Rescue,"Rescue operation required in the hilly terrain in Murshidabad, West Bengal. 43 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF rescue team and rescue rope and ladder.",CRITICAL,FLOOD
ERSS-000172,2025-12-02 06:13:00,Tamil Nadu,Thanjavur,ZONE-5,Waterlogging,"Waterlogging reported near the industrial area in Thanjavur, Tamil Nadu. 3 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-000173,2025-09-12 21:00:00,Bihar,Darbhanga,ZONE-4,Road Blockage,"Road blockage reported in a residential colony in Darbhanga, Bihar. 34 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for tow truck.",CRITICAL,FLOOD
ERSS-000174,2025-12-31 21:09:00,Uttar Pradesh,Kanpur,ZONE-5,Waterlogging,"Waterlogging reported in a residential colony in Kanpur, Uttar Pradesh. 8 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-000175,2025-06-01 01:25:00,Gujarat,Bharuch,ZONE-1,Flooding,"Flooding reported close to the river bank in Bharuch, Gujarat. 19 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team and relief supplies.",HIGH,FLOOD
