record_id,source_document,page_number,section,disaster_phase,hazard_type,responsible_agency,action_type,action_text,keywords,text_clean
SOP_000069,DISMGPLAN_SOP,18,4.3.1 Central Agencies Designated for Natural Hazard-Specific Early Warnings 96,Preparedness,Multi_Hazard,Not_Explicitly_Specified,Preparedness,"National Disaster Management Authority IV 4.8 Major Tasks and the Responsibilities: Centre and State 99 4.9 Responsibility Matrix for Preparedness and Response 101 4.10 Plan Activation 114 5 Strengthening Disaster Risk Governance 115 5.1 Background 115 5.2 Sendai Framework and Strengthening Disaster Risk Governance 115 5.3 Responsibility Matrix for Strengthening Disaster Risk Governance 116 6 Recovery and Building Back Better 121 6.1 Scope 121 6.2 Approach 121 6.3 Recovery Process 122 6.4 Early, Mid and Long-term Recovery 123 6.5 Reconstruction 124 6.6 Co-ordination of Reconstruction 125","activation, approach, authority, back, background, better, building, centre, disaster, early, framework, governance, long, major, management, matrix, national, ordination, plan, preparedness, process, reconstruction, recovery, response, responsibilities, responsibility, risk, scope, sendai, state, strengthening, tasks, term","National Disaster Management Authority IV 4.8 Major Tasks and the Responsibilities: Centre and State 99 4.9 Responsibility Matrix for Preparedness and Response 101 4.10 Plan Activation 114 5 Strengthening Disaster Risk Governance 115 5.1 Background 115 5.2 Sendai Framework and Strengthening Disaster Risk Governance 115 5.3 Responsibility Matrix for Strengthening Disaster Risk Governance 116 6 Recovery and Building Back Better 121 6.1 Scope 121 6.2 Approach 121 6.3 Recovery Process 122 6.4 Early, Mid and Long-term Recovery 123 6.5 Reconstruction 124 6.6 Co-ordination of Reconstruction 125"
SOP_000070,DISMGPLAN_SOP,18,6.6.1 Central Government 125,General,General_Disaster,Central Government,General_Procedure,6.6.1 Central Government 125,"central, government",6.6.1 Central Government 125
SOP_000071,DISMGPLAN_SOP,18,6.6.4 Voluntary Organizations and International Aid Agencies 125 6.7 Rehabilitation 126,Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,6.6.4 Voluntary Organizations and International Aid Agencies 125 6.7 Rehabilitation 126,"agencies, international, organizations, rehabilitation, voluntary",6.6.4 Voluntary Organizations and International Aid Agencies 125 6.7 Rehabilitation 126
SOP_000072,DISMGPLAN_SOP,18,6.7.2 Physical Rehabilitation 126,Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,6.7.2 Physical Rehabilitation 126,"physical, rehabilitation",6.7.2 Physical Rehabilitation 126
SOP_000073,DISMGPLAN_SOP,18,6.7.4 Social Rehabilitation 127,Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,6.7.4 Social Rehabilitation 127,"rehabilitation, social",6.7.4 Social Rehabilitation 127
SOP_000074,DISMGPLAN_SOP,18,6.7.5 Revival of Educational Activities 127,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,6.7.5 Revival of Educational Activities 127,"activities, educational, revival",6.7.5 Revival of Educational Activities 127
SOP_000075,DISMGPLAN_SOP,18,"6.7.6 Rehabilitation of the Elderly, Women and Children 127",Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,"6.7.6 Rehabilitation of the Elderly, Women and Children 127","children, elderly, rehabilitation, women","6.7.6 Rehabilitation of the Elderly, Women and Children 127"
SOP_000076,DISMGPLAN_SOP,18,6.7.7 Economic Rehabilitation 128,Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,6.7.7 Economic Rehabilitation 128,"economic, rehabilitation",6.7.7 Economic Rehabilitation 128
SOP_000077,DISMGPLAN_SOP,18,6.7.8 Psychological Rehabilitation 128 6.8 Fund Mobilization 128,Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,6.7.8 Psychological Rehabilitation 128 6.8 Fund Mobilization 128,"fund, mobilization, psychological, rehabilitation",6.7.8 Psychological Rehabilitation 128 6.8 Fund Mobilization 128
SOP_000078,DISMGPLAN_SOP,18,6.8.2 Funds Disbursement and Monitoring 129,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,6.8.2 Funds Disbursement and Monitoring 129,"disbursement, funds, monitoring",6.8.2 Funds Disbursement and Monitoring 129
SOP_000079,DISMGPLAN_SOP,18,6.8.2 Funds Disbursement and Monitoring 129,Preparedness,Multi_Hazard,Not_Explicitly_Specified,Preparedness,6.8.3 Recovery of reconstruction costs 129 7 Capacity Development - An Overview 131 7.1 Background 131 7.2 Capacity Development Themes 132 7.3 National Institute of Disaster Management and other Institutions 133 7.4 Capacity Development of Local Bodies – Rural and Urban 134 7.5 Training Communities 134 7.6 National and State Disaster Resource Networks 134,"background, bodies, capacity, communities, costs, development, disaster, institute, institutions, local, management, national, networks, other, overview, reconstruction, recovery, resource, rural, state, themes, training, urban",6.8.3 Recovery of reconstruction costs 129 7 Capacity Development - An Overview 131 7.1 Background 131 7.2 Capacity Development Themes 132 7.3 National Institute of Disaster Management and other Institutions 133 7.4 Capacity Development of Local Bodies – Rural and Urban 134 7.5 Training Communities 134 7.6 National and State Disaster Resource Networks 134
SOP_000080,DISMGPLAN_SOP,19,6.8.2 Funds Disbursement and Monitoring 129,Response,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Plan V 7.7 Capacity Development - Ministries and States 135 8 Financial Arrangements 137 8.1 Background 137 8.2 National Disaster Response Fund 137 8.3 State Disaster Response Fund 138 8.4 National Disaster Mitigation Fund 139 8.5 Recommendations of the Fourteenth Finance Commission 139 8.6 Statutory Provisions 139,"arrangements, background, capacity, commission, development, disaster, finance, financial, fourteenth, fund, management, ministries, mitigation, national, plan, provisions, recommendations, response, state, states, statutory",National Disaster Management Plan V 7.7 Capacity Development - Ministries and States 135 8 Financial Arrangements 137 8.1 Background 137 8.2 National Disaster Response Fund 137 8.3 State Disaster Response Fund 138 8.4 National Disaster Mitigation Fund 139 8.5 Recommendations of the Fourteenth Finance Commission 139 8.6 Statutory Provisions 139
SOP_000081,DISMGPLAN_SOP,19,"8.6.1 Financing Prevention, Mitigation, and Preparedness 139",Preparedness,General_Disaster,Not_Explicitly_Specified,Preparedness,"8.6.1 Financing Prevention, Mitigation, and Preparedness 139","financing, mitigation, preparedness, prevention","8.6.1 Financing Prevention, Mitigation, and Preparedness 139"
SOP_000082,DISMGPLAN_SOP,19,8.6.2 Allocation by Ministries and Departments 140,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,8.6.2 Allocation by Ministries and Departments 140,"allocation, departments, ministries",8.6.2 Allocation by Ministries and Departments 140
SOP_000083,DISMGPLAN_SOP,19,8.6.3 Provisions in the Act for Disaster Risk Reduction 140 8.7 Implementation of DRR – Financial Aspects 142,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,8.6.3 Provisions in the Act for Disaster Risk Reduction 140 8.7 Implementation of DRR – Financial Aspects 142,"aspects, disaster, financial, implementation, provisions, reduction, risk",8.6.3 Provisions in the Act for Disaster Risk Reduction 140 8.7 Implementation of DRR – Financial Aspects 142
SOP_000084,DISMGPLAN_SOP,19,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,"centrally, flexi, funds, part, schemes, sponsored",8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142
SOP_000085,DISMGPLAN_SOP,19,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,Multi_Hazard,NDMA,Preparedness,8.7.3 Externally Aided Projects 143 8.8 Risk Transfer and Insurance 143 9 International Cooperation 145 9.1 Participation in International Efforts 145 9.2 Accepting Foreign Assistance 145 9.3 Accepting Multilateral Assistance 145 9.4 Fostering Partnerships 145 10 Maintaining and Updating the Plan 147 10.1 Background 147 10.2 Training 147 10.3 Testing the Plan and Learning to Improve 147 10.4 Revise/Update 148 References 149 Annexure-I: List of NDMA’s Disaster Management Guidelines 151 Annexure-II: Hazard Vulnerability Maps for India 153,"accepting, aided, annexure, assistance, background, cooperation, disaster, efforts, externally, foreign, fostering, guidelines, hazard, improve, india, insurance, international, learning, list, maintaining, management, maps, multilateral, ndma, participation, partnerships, plan, projects, references, revise, risk, testing, training, transfer, update, updating, vulnerability",8.7.3 Externally Aided Projects 143 8.8 Risk Transfer and Insurance 143 9 International Cooperation 145 9.1 Participation in International Efforts 145 9.2 Accepting Foreign Assistance 145 9.3 Accepting Multilateral Assistance 145 9.4 Fostering Partnerships 145 10 Maintaining and Updating the Plan 147 10.1 Background 147 10.2 Training 147 10.3 Testing the Plan and Learning to Improve 147 10.4 Revise/Update 148 References 149 Annexure-I: List of NDMA’s Disaster Management Guidelines 151 Annexure-II: Hazard Vulnerability Maps for India 153
SOP_000086,DISMGPLAN_SOP,19,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Earthquake,Not_Explicitly_Specified,General_Procedure,Earthquake Vulnerability Zones of India 153,"earthquake, india, vulnerability, zones",Earthquake Vulnerability Zones of India 153
SOP_000087,DISMGPLAN_SOP,19,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Flood,Not_Explicitly_Specified,General_Procedure,Flood Vulnerability Zones of India 154,"flood, india, vulnerability, zones",Flood Vulnerability Zones of India 154
SOP_000088,DISMGPLAN_SOP,19,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Cyclone,Not_Explicitly_Specified,General_Procedure,Wind and Cyclone Vulnerability Zones of India 155 Glossary 157,"cyclone, glossary, india, vulnerability, wind, zones",Wind and Cyclone Vulnerability Zones of India 155 Glossary 157
SOP_000089,DISMGPLAN_SOP,20,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Early_Warning,Cyclone; Multi_Hazard,BRO,Early_Warning,National Disaster Management Authority VI Table 1-1: Incorporation of four priorities for action under the Sendai Framework into the NDMP .... 6 Table 1-2: Categories of Natural Hazards ............................................................................................... 9 Table 1-3: Key national-level decision-making bodies for disaster management ............................... 13 Table 1-4: Nodal Ministry for Management/ Mitigation of Different Disasters ................................... 15 Table 2-1: India - General profile .......................................................................................................... 19 Table 2-2: Classification used in India for tropical cyclones ................................................................. 21 Table 3-1: Snow and frost – Illustrative crop measures ....................................................................... 80 Table 4-1: Central Agencies Designated for Natural Hazard-Specific Early Warnings .......................... 97 Table 4-2: Central Ministries for Coordination of Response at National level ..................................... 98 Table 6-1: Major steps of the recovery process and the key processes involved .............................. 122 Table 6-2: Recovery Stages ................................................................................................................. 124 Table 7-1: Broad capacity development themes for disaster management ...................................... 132 Table 7-2: Capacity development activities - Centre and State .......................................................... 135,"action, activities, agencies, authority, bodies, broad, capacity, categories, central, centre, classification, coordination, crop, cyclones, decision, designated, development, different, disaster, disasters, early, four, framework, frost, general, hazard, hazards, illustrative, incorporation, india, involved, level, major, making, management, measures, ministries, ministry, mitigation, national, natural, ndmp, nodal, priorities, process, processes, profile, recovery, response, sendai, snow, specific, stages, state, steps, table, themes, tropical, under, used, warnings",National Disaster Management Authority VI Table 1-1: Incorporation of four priorities for action under the Sendai Framework into the NDMP .... 6 Table 1-2: Categories of Natural Hazards ............................................................................................... 9 Table 1-3: Key national-level decision-making bodies for disaster management ............................... 13 Table 1-4: Nodal Ministry for Management/ Mitigation of Different Disasters ................................... 15 Table 2-1: India - General profile .......................................................................................................... 19 Table 2-2: Classification used in India for tropical cyclones ................................................................. 21 Table 3-1: Snow and frost – Illustrative crop measures ....................................................................... 80 Table 4-1: Central Agencies Designated for Natural Hazard-Specific Early Warnings .......................... 97 Table 4-2: Central Ministries for Coordination of Response at National level ..................................... 98 Table 6-1: Major steps of the recovery process and the key processes involved .............................. 122 Table 6-2: Recovery Stages ................................................................................................................. 124 Table 7-1: Broad capacity development themes for disaster management ...................................... 132 Table 7-2: Capacity development activities - Centre and State .......................................................... 135
